Index,Site ID,Site Name,Country,Architecture Type,Construction Period,Civilization,UNESCO Criteria,Mentioned Major Stone(s),Secondary Stone,Local Stone Name,Lithology,Geological Age,Formation,Colour,Texture,Minerals,Quarry,Quarry Country,Local vs Imported,Transport Distance,Structural Use,Decorative Use,Masonry Technique,Weathering,Replacement Stone,Restoration,Condition,GHSR,Heritage Stone Candidate,Geoheritage Value,UNESCO Mention,Wikipedia Mention,Research Papers,Confidence Score
197,1404.0,Landscape of Grand Pré,Canada,,,,(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
198,1412.0,Red Bay Basque Whaling Station,Canada,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
199,1497.0,Mistaken Point,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1415.0,Pimachiowin Aki,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,4.0,L’Anse aux Meadows National Historic Site,Canada,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
202,1597.0,Writing-on-Stone / Áísínai’pi,Canada,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
203,158.0,Head-Smashed-In Buffalo Jump,Canada,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
204,1564.0,Tr’ondëk-Klondike,Canada,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1686.0,Anticosti,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,475.0,Manovo-Gounda St Floris National Park,Central African Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,1400.0,Lakes of Ounianga,Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,1475.0,Ennedi Massif: Natural and Cultural Landscape,Chad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,715.0,Rapa Nui National Park,Chile,,,,(i)(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
210,959.0,Historic Quarter of the Seaport City of Valparaíso,Chile,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
211,1214.0,Sewell Mining Town,Chile,,,,(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
212,1178.0,Humberstone and Santa Laura Saltpeter Works,Chile,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
213,971.0,Churches of Chiloé,Chile,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
214,1634.0,Settlement and Artificial Mummification of the Chinchorro Culture in the Arica and Parinacota Region,Chile,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
215,437.0,Mount Taishan,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,438.0,The Great Wall,China,,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
217,439.0,Imperial Palaces of the Ming and Qing Dynasties in Beijing and Shenyang,China,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
218,440.0,Mogao Caves,China,,,,(i)(ii)(iii)(iv)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
219,441.0,Mausoleum of the First Qin Emperor,China,,,,(i)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
220,449.0,Peking Man Site at Zhoukoudian,China,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
221,637.0,Jiuzhaigou Valley Scenic and Historic Interest Area,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,638.0,Huanglong Scenic and Historic Interest Area,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,640.0,Wulingyuan Scenic and Historic Interest Area,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,703.0,"Mountain Resort and its Outlying Temples, Chengde",China,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
225,704.0,Temple and Cemetery of Confucius and the Kong Family Mansion in Qufu,China,,,,(i)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
226,705.0,Ancient Building Complex in the Wudang Mountains,China,,,,(i)(ii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
227,707.0,"Historic Ensemble of the Potala Palace, Lhasa",China,,,,(i)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
228,778.0,Lushan National Park,China,,,,(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
229,779.0,"Mount Emei Scenic Area, including Leshan Giant Buddha Scenic Area",China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,812.0,Ancient City of Ping Yao,China,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
231,813.0,Classical Gardens of Suzhou,China,,,,(i)(ii)(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
232,880.0,"Summer Palace, an Imperial Garden in Beijing",China,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
233,881.0,Temple of Heaven: an Imperial Sacrificial Altar in Beijing,China,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
234,912.0,Dazu Rock Carvings,China,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1001.0,Mount Qingcheng and the Dujiangyan Irrigation System,China,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1002.0,Ancient Villages in Southern Anhui – Xidi and Hongcun,China,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1003.0,Longmen Grottoes,China,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1004.0,Imperial Tombs of the Ming and Qing Dynasties,China,,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1039.0,Yungang Grottoes,China,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1110.0,Historic Centre of Macao,China,,,,(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
241,1114.0,Yin Xu,China,,,,(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
242,1135.0,Capital Cities and Tombs of the Ancient Koguryo Kingdom,China,,,,(i)(ii)(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
243,1213.0,"Sichuan Giant Panda Sanctuaries - Wolong, Mt Siguniang and Jiajin Mountains",China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,1112.0,Kaiping Diaolou and Villages,China,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
245,1113.0,Fujian <em>Tulou</em>,China,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
246,1292.0,Mount Sanqingshan National Park,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,1279.0,Mount Wutai,China,,,,(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
248,1335.0,China Danxia,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,1305.0,Historic Monuments of Dengfeng in “The Centre of Heaven and Earth”,China,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
250,1083.0,Three Parallel Rivers of Yunnan Protected Areas,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,1334.0,West Lake Cultural Landscape of Hangzhou,China,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
252,1388.0,Chengjiang Fossil Site,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,1389.0,Site of Xanadu,China,,,,(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
254,1414.0,Xinjiang Tianshan,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,1111.0,Cultural Landscape of Honghe Hani Rice Terraces,China,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
256,547.0,Mount Huangshan,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,811.0,Old Town of Lijiang,China,,,,(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
258,1248.0,South China Karst,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,1474.0,Tusi Sites,China,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
260,1508.0,Zuojiang Huashan Rock Art Cultural Landscape,China,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
261,1540.0,Qinghai Hoh Xil,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,1541.0,"Kulangsu, a Historic International Settlement",China,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
263,1443.0,The Grand Canal,China,,,,(i)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
264,1559.0,Fanjingshan,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,911.0,Mount Wuyi,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,1592.0,Archaeological Ruins of Liangzhu City,China,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
267,1561.0,Quanzhou: Emporium of the World in Song-Yuan China,China,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
268,1509.0,Hubei Shennongjia,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,1665.0,Cultural Landscape of Old Tea Forests of the Jingmai Mountain in Pu’er,China,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
270,1714.0,Beijing Central Axis: A Building Ensemble Exhibiting the Ideal Order of the Chinese Capital,China,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
271,1638.0,Badain Jaran Desert - Towers of Sand and Lakes,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,1606.0,Migratory Bird Sanctuaries along the Coast of Yellow Sea-Bohai Gulf of China,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,1736.0,Xixia Imperial Tombs,China,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
274,285.0,"Port, Fortresses and Group of Monuments, Cartagena",Colombia,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
275,711.0,Los Katíos National Park,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,742.0,Historic Centre of Santa Cruz de Mompox,Colombia,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
277,743.0,National Archeological Park of Tierradentro,Colombia,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
278,744.0,San Agustín Archaeological Park,Colombia,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
279,1216.0,Malpelo Fauna and Flora Sanctuary,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,1121.0,Coffee Cultural Landscape of Colombia,Colombia,,,,(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
281,1174.0,Chiribiquete National Park – “The Maloca of the Jaguar”,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,692.0,Forest Massif of Odzala-Kokoua,Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,820.0,Cocos Island National Park,Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,928.0,Area de Conservación Guanacaste,Costa Rica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,1453.0,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,Costa Rica,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
286,1322.0,Historic Town of Grand-Bassam,Côte d'Ivoire,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
287,1648.0,Sudanese style mosques in northern Côte d’Ivoire,Côte d'Ivoire,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
288,195.0,Taï National Park,Côte d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,227.0,Comoé National Park,Côte d'Ivoire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,97.0,Historical Complex of Split with the Palace of Diocletian,Croatia,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
291,809.0,Episcopal Complex of the Euphrasian Basilica in the Historic Centre of Poreč,Croatia,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
292,810.0,Historic City of Trogir,Croatia,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
293,963.0,The Cathedral of St James in Šibenik,Croatia,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
294,1240.0,Stari Grad Plain,Croatia,,,,(ii)(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
295,95.0,Old City of Dubrovnik,Croatia,,,,(i)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
296,98.0,Plitvice Lakes National Park,Croatia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,204.0,Old Havana and its Fortification System,Cuba,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
298,460.0,Trinidad and the Valley de los Ingenios,Cuba,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
299,839.0,Alejandro de Humboldt National Park,Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,840.0,Viñales Valley,Cuba,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
301,841.0,"San Pedro de la Roca Castle, Santiago de Cuba",Cuba,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
302,889.0,Desembarco del Granma National Park,Cuba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,1008.0,Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba,Cuba,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
304,1202.0,Urban Historic Centre of Cienfuegos,Cuba,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
305,1270.0,Historic Centre of Camagüey,Cuba,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
306,79.0,Paphos,Cyprus,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
307,351.0,Painted Churches in the Troodos Region,Cyprus,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
308,848.0,Choirokoitia,Cyprus,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
309,617.0,Historic Centre of Český Krumlov,Czechia,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
310,621.0,Historic Centre of Telč,Czechia,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
311,690.0,Pilgrimage Church of St John of Nepomuk at Zelená Hora,Czechia,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
312,732.0,Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,Czechia,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
313,859.0,Holy Trinity Column in Olomouc,Czechia,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
314,860.0,Gardens and Castle at Kroměříž,Czechia,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
315,861.0,Holašovice Historic Village,Czechia,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
316,901.0,Litomyšl Castle,Czechia,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
317,1052.0,Tugendhat Villa in Brno,Czechia,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
318,616.0,Historic Centre of Prague,Czechia,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
319,1078.0,Jewish Quarter and St Procopius' Basilica in Třebíč,Czechia,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
320,1558.0,Žatec and the Landscape of Saaz Hops,Czechia,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
321,1589.0,Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem,Czechia,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
322,763.0,Lednice-Valtice Cultural Landscape,Czechia,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
323,1091.0,Complex of Koguryo Tombs,Democratic People's Republic of Korea,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
324,1278.0,Historic Monuments and Sites in Kaesong,Democratic People's Republic of Korea,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
325,1642.0,Mount Kumgang – Diamond Mountain from the Sea,Democratic People's Republic of Korea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,63.0,Virunga National Park,Democratic Republic of the Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,136.0,Garamba National Park,Democratic Republic of the Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,137.0,Kahuzi-Biega National Park,Democratic Republic of the Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,280.0,Salonga National Park,Democratic Republic of the Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,718.0,Okapi Wildlife Reserve,Democratic Republic of the Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,695.0,Roskilde Cathedral,Denmark,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
332,696.0,Kronborg Castle,Denmark,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
333,1416.0,Stevns Klint,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,1469.0,The par force hunting landscape in North Zealand,Denmark,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
335,1536.0,Kujataa Greenland: Norse and Inuit Farming at the Edge of the Ice Cap,Denmark,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
336,1557.0,Aasivissuit – Nipisat. Inuit Hunting Ground between Ice and Sea,Denmark,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
337,697.0,"Jelling Mounds, Runic Stones and Church",Denmark,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
338,1149.0,Ilulissat Icefjord,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,1660.0,Viking-Age Ring Fortresses,Denmark,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
340,1728.0,Møns Klint,Denmark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,814.0,Morne Trois Pitons National Park,Dominica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,526.0,Colonial City of Santo Domingo,Dominican Republic,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
343,1.0,Galápagos Islands,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2.0,City of Quito,Ecuador,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
345,260.0,Sangay National Park,Ecuador,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,863.0,Historic Centre of Santa Ana de los Ríos de Cuenca,Ecuador,,,,(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
347,86.0,Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur,Egypt,,,,(i)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
348,87.0,Ancient Thebes with its Necropolis,Egypt,,,,(i)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
349,88.0,Nubian Monuments from Abu Simbel to Philae,Egypt,,,,(i)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
350,89.0,Historic Cairo,Egypt,,,,(i)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
351,90.0,Abu Mena,Egypt,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
352,954.0,Saint Catherine Area,Egypt,,,,(i)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
353,1186.0,Wadi Al-Hitan (Whale Valley),Egypt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,675.0,Joya de Cerén Archaeological Site,El Salvador,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
355,1550.0,Asmara: A Modernist African City,Eritrea,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
356,822.0,Historic Centre (Old Town) of Tallinn,Estonia,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
357,9.0,Simien National Park,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,10.0,Lower Valley of the Awash,Ethiopia,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
359,12.0,Tiya,Ethiopia,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
360,15.0,Aksum,Ethiopia,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
361,17.0,Lower Valley of the Omo,Ethiopia,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
362,18.0,"Rock-Hewn Churches, Lalibela",Ethiopia,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
363,19.0,"Fasil Ghebbi, Gondar Region",Ethiopia,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
364,1189.0,"Harar Jugol, the Fortified Historic Town",Ethiopia,,,,(ii)(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
365,1333.0,Konso Cultural Landscape,Ethiopia,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
366,1641.0,The Gedeo Cultural Landscape,Ethiopia,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
367,111.0,Bale Mountains National Park,Ethiopia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,13.0,Melka Kunture and Balchit: Archaeological and Palaeontological Sites in the Highland Area of Ethiopia,Ethiopia,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
369,1399.0,Levuka Historical Port Town,Fiji,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
370,579.0,Bronze Age Burial Site of Sammallahdenmäki,Finland,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
371,583.0,Fortress of Suomenlinna,Finland,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
372,584.0,Petäjävesi Old Church,Finland,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
373,751.0,Verla Groundwood and Board Mill,Finland,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
374,582.0,Old Rauma,Finland,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
375,228.0,"Historic Centre of Avignon: Papal Palace, Episcopal Ensemble and Avignon Bridge",France,Test228,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
376,258.0,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,345.0,Historic Fortified City of Carcassonne,France,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
378,601.0,"Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims",France,,,,(i)(ii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
379,770.0,Canal du Midi,France,,,,(i)(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
380,872.0,Historic Site of Lyon,France,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
381,873.0,"Provins, Town of Medieval Fairs",France,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
382,932.0,Jurisdiction of Saint-Emilion,France,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
383,1181.0,"Le Havre, the City Rebuilt by Auguste Perret",France,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
384,1256.0,"Bordeaux, Port of the Moon",France,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
385,1283.0,Fortifications of Vauban,France,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
386,1115.0,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,165.0,Cistercian Abbey of Fontenay,France,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
388,344.0,Pont du Gard (Roman Aqueduct),France,,,,(i)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
389,163.0,"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange",France,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
390,83.0,Palace and Park of Versailles,France,,,,(i)(ii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
391,84.0,"Vézelay, Church and Hill",France,,,,(i)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
392,1317.0,"Pitons, cirques and remparts of Reunion Island",France,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,203.0,"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt",France,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
394,1337.0,Episcopal City of Albi,France,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
395,81.0,Chartres Cathedral,France,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
396,1360.0,Nord-Pas de Calais Mining Basin,France,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
397,1153.0,"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape",France,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
398,162.0,Amiens Cathedral,France,,,,(i)(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
399,635.0,Bourges Cathedral,France,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
400,1426.0,"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",France,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
401,1425.0,"The Climats, terroirs of Burgundy",France,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
402,1465.0,"Champagne Hillsides, Houses and Cellars",France,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
403,1529.0,Taputapuātea,France,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
404,495.0,"Strasbourg, Grande-Île and <em>Neustadt</em>",France,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
405,229.0,"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy",France,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
406,933.0,The Loire Valley between Sully-sur-Loire and Chalonnes,France,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
