Index,Site ID,Site Name,Country,Architecture Type,Construction Period,Civilization,UNESCO Criteria,Mentioned Major Stone(s),Secondary Stone,Local Stone Name,Lithology,Geological Age,Formation,Colour,Texture,Minerals,Quarry,Quarry Country,Local vs Imported,Transport Distance,Structural Use,Decorative Use,Masonry Technique,Weathering,Replacement Stone,Restoration,Condition,GHSR,Heritage Stone Candidate,Geoheritage Value,UNESCO Mention,Wikipedia Mention,Research Papers,Confidence Score
608,1393.0,Sites of Human Evolution at Mount Carmel: The Nahal Me’arot / Wadi el-Mughara Caves,Israel,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
609,1370.0,Caves of Maresha and Bet-Guvrin in the Judean Lowlands as a Microcosm of the Land of the Caves,Israel,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
610,1471.0,Necropolis of Bet She’arim: A Landmark of Jewish Renewal,Israel,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
611,93.0,Church and Dominican Convent of Santa Maria delle Grazie with “The Last Supper” by Leonardo da Vinci,Italy,,,,(i)(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
612,94.0,Rock Drawings in Valcamonica,Italy,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
613,394.0,Venice and its Lagoon,Italy,,,,(i)(ii)(iii)(iv)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
614,398.0,Castel del Monte,Italy,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
615,549.0,"18th-Century Royal Palace at Caserta with the Park, the Aqueduct of Vanvitelli, and the San Leucio Complex",Italy,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
616,550.0,Historic Centre of San Gimignano,Italy,,,,(i)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
617,670.0,The Sassi and the Park of the Rupestrian Churches of Matera,Italy,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
618,712.0,City of Vicenza and the Palladian Villas of the Veneto,Italy,,,,(i)(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
619,717.0,Historic Centre of Siena,Italy,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
620,730.0,Crespi d'Adda,Italy,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
621,733.0,"Ferrara, City of the Renaissance, and its Po Delta",Italy,,,,(ii)(iii)(iv)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
622,787.0,The <I>Trulli</I> of Alberobello,Italy,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
623,788.0,Early Christian Monuments of Ravenna,Italy,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
624,789.0,Historic Centre of the City of Pienza,Italy,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
625,797.0,City of Verona,Italy,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
626,824.0,"Botanical Garden (Orto Botanico), Padua",Italy,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
627,827.0,"Cathedral, Torre Civica and Piazza Grande, Modena",Italy,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
628,828.0,Historic Centre of Urbino,Italy,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
629,830.0,Costiera Amalfitana,Italy,,,,(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
630,831.0,Archaeological Area of Agrigento,Italy,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
631,832.0,Villa Romana del Casale,Italy,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
632,833.0,Su Nuraxi di Barumini,Italy,,,,(i)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
633,842.0,"Cilento and Vallo di Diano National Park with the Archeological Sites of Paestum and Velia, and the Certosa di Padula",Italy,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
634,907.0,Villa Adriana (Tivoli),Italy,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
635,908.0,Isole Eolie (Aeolian Islands),Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,990.0,"Assisi, the Basilica of San Francesco and Other Franciscan Sites",Italy,,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
637,1024.0,Late Baroque Towns of the Val di Noto (South-Eastern Sicily),Italy,,,,(i)(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
638,1025.0,"Villa d'Este, Tivoli",Italy,,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
639,1026.0,Val d'Orcia,Italy,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
640,1068.0,<I>Sacri Monti</I> of Piedmont and Lombardy,Italy,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
641,1158.0,Etruscan Necropolises of Cerveteri and Tarquinia,Italy,,,,(i)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
642,1200.0,Syracuse and the Rocky Necropolis of Pantalica,Italy,,,,(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
643,1211.0,Genoa: <i>Le Strade Nuove</i> and the system of the<i> Palazzi dei Rolli</i>,Italy,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
644,1287.0,Mantua and Sabbioneta,Italy,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
645,395.0,"Piazza del Duomo, Pisa",Italy,,,,(i)(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
646,1237.0,The Dolomites,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,823.0,Residences of the Royal House of Savoy,Italy,,,,(i)(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
648,1318.0,Longobards in Italy. Places of the Power (568-774 A.D.),Italy,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
649,726.0,Historic Centre of Naples,Italy,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
650,175.0,Medici Villas and Gardens in Tuscany,Italy,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
651,1427.0,Mount Etna,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,1390.0,Vineyard Landscape of Piedmont: Langhe-Roero and Monferrato,Italy,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
653,1487.0,Arab-Norman Palermo and the Cathedral Churches of Cefalú and Monreale,Italy,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
654,1571.0,Le Colline del Prosecco di Conegliano e Valdobbiadene,Italy,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
655,1623.0,Padua’s fourteenth-century fresco cycles,Italy,,,,(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
656,1650.0,The Porticoes of Bologna,Italy,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
657,1538.0,"Ivrea, industrial city of the 20th century",Italy,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
658,826.0,"Portovenere, Cinque Terre, and the Islands (Palmaria, Tino and Tinetto)",Italy,,,,(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
659,1692.0,Evaporitic Karst and Caves of Northern Apennines,Italy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
660,174.0,Historic Centre of Florence,Italy,,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
661,829.0,"Archaeological Areas of Pompei, Herculaneum and Torre Annunziata",Italy,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
662,1708.0,Via Appia. <em>Regina Viarum</em>,Italy,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
663,1730.0,Funerary Tradition in the Prehistory of Sardinia – <em>The domus de janas</em>,Italy,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
664,825.0,Archaeological Area and the Patriarchal Basilica of Aquileia,Italy,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
665,1356.0,Blue and John Crow Mountains,Jamaica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,1595.0,The Archaeological Ensemble of 17th Century Port Royal,Jamaica,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
667,660.0,Buddhist Monuments in the Horyu-ji Area,Japan,,,,(i)(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
668,661.0,Himeji-jo,Japan,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
669,662.0,Yakushima,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,663.0,Shirakami-Sanchi,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
671,688.0,"Historic Monuments of Ancient Kyoto (Kyoto, Uji and Otsu Cities)",Japan,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
672,734.0,Historic Villages of Shirakawa-go and Gokayama,Japan,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
673,775.0,Hiroshima Peace Memorial (Genbaku Dome),Japan,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
674,776.0,Itsukushima Shinto Shrine,Japan,,,,(i)(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
675,870.0,Historic Monuments of Ancient Nara,Japan,,,,(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
676,913.0,Shrines and Temples of Nikko,Japan,,,,(i)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
677,972.0,Gusuku Sites and Related Properties of the Kingdom of Ryukyu,Japan,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
678,1193.0,Shiretoko,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
679,1246.0,Iwami Ginzan Silver Mine and its Cultural Landscape,Japan,,,,(ii)(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
680,1362.0,Ogasawara Islands,Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,1277.0,"Hiraizumi – Temples, Gardens and Archaeological Sites Representing the Buddhist Pure Land",Japan,,,,(ii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
682,1418.0,"Fujisan, sacred place and source of artistic inspiration",Japan,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
683,1449.0,Tomioka Silk Mill and Related Sites,Japan,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
684,1484.0,"Sites of Japan’s Meiji Industrial Revolution: Iron and Steel, Shipbuilding and Coal Mining",Japan,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
685,1535.0,Sacred Island of Okinoshima and Associated Sites in the Munakata Region,Japan,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
686,1142.0,Sacred Sites and Pilgrimage Routes in the Kii Mountain Range,Japan,,,,(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
687,1495.0,Hidden Christian Sites in the Nagasaki Region,Japan,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
688,1574.0,"Amami-Oshima Island, Tokunoshima Island, Northern part of Okinawa Island, and Iriomote Island",Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,1632.0,Jomon Prehistoric Sites in Northern Japan,Japan,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
690,1698.0,Sado Island Gold Mines,Japan,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
691,1593.0,Mozu-Furuichi Kofun Group: Mounded Tombs of Ancient Japan,Japan,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
692,148.0,Old City of Jerusalem and its Walls,Jerusalem (Site proposed by Jordan),,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
693,326.0,Petra,Jordan,,,,(i)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
694,327.0,Quseir Amra,Jordan,,,,(i)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
695,1093.0,Um er-Rasas (Kastrom Mefa'a),Jordan,,,,(i)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
696,1377.0,Wadi Rum Protected Area,Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
697,1446.0,Baptism Site “Bethany Beyond the Jordan” (Al-Maghtas),Jordan,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
698,689.0,As-Salt - The Place of Tolerance and Urban Hospitality,Jordan,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
699,1721.0,Umm Al-Jimāl,Jordan,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
700,1103.0,Mausoleum of Khoja Ahmed Yasawi,Kazakhstan,,,,(i)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
701,1145.0,Petroglyphs of the Archaeological Landscape of Tanbaly,Kazakhstan,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
702,1102.0,Saryarka – Steppe and Lakes of Northern Kazakhstan,Kazakhstan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,801.0,Lake Turkana National Parks,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,1055.0,Lamu Old Town,Kenya,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
705,1231.0,Sacred Mijikenda Kaya Forests,Kenya,,,,(iii)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
706,1060.0,Kenya Lake System in the Great Rift Valley,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
707,1295.0,"Fort Jesus, Mombasa",Kenya,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
708,800.0,Mount Kenya National Park/Natural Forest,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
709,1450.0,Thimlich Ohinga Archaeological Site,Kenya,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
710,1720.0,The Historic Town and Archaeological Site of Gedi,Kenya,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
711,1325.0,Phoenix Islands Protected Area,Kiribati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,1230.0,Sulaiman-Too Sacred Mountain,Kyrgyzstan,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
713,481.0,Vat Phou and Associated Ancient Settlements within the Champasak Cultural Landscape,Lao People's Democratic Republic,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
714,479.0,Town of Luang Prabang,Lao People's Democratic Republic,,,,(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
715,1587.0,Megalithic Jar Sites in Xiengkhuang – Plain of Jars,Lao People's Democratic Republic,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
716,852.0,Historic Centre of Riga,Latvia,,,,(i)(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
717,1658.0,Old town of Kuldīga,Latvia,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
718,293.0,Anjar,Lebanon,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
719,294.0,Baalbek,Lebanon,,,,(i)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
720,295.0,Byblos,Lebanon,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
721,299.0,Tyre,Lebanon,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
722,850.0,Ouadi Qadisha (the Holy Valley) and the Forest of the Cedars of God (Horsh Arz el-Rab),Lebanon,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
723,1702.0,Rachid Karami International Fair-Tripoli,Lebanon,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
724,183.0,Archaeological Site of Leptis Magna,Libya,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
725,184.0,Archaeological Site of Sabratha,Libya,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
726,190.0,Archaeological Site of Cyrene,Libya,,,,(ii)(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
727,287.0,Rock-Art Sites of Tadrart Acacus,Libya,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
728,362.0,Old Town of Ghadamès,Libya,,,,(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
729,1137.0,Kernavė Archaeological Site (Cultural Reserve of Kernavė),Lithuania,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
730,541.0,Vilnius Historic Centre,Lithuania,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
731,1661.0,"Modernist Kaunas: Architecture of Optimism, 1919-1939",Lithuania,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
732,699.0,City of Luxembourg: its Old Quarters and Fortifications,Luxembourg,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
733,950.0,Royal Hill of Ambohimanga,Madagascar,,,,(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
734,1257.0,Rainforests of the Atsinanana,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,494.0,Andrefana Dry Forests,Madagascar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,289.0,Lake Malawi National Park,Malawi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,476.0,Chongoni Rock-Art Area,Malawi,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
738,1201.0,Mount Mulanje Cultural Landscape,Malawi,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1012.0,Kinabalu Park,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,1013.0,Gunung Mulu National Park,Malaysia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,1396.0,Archaeological Heritage of the Lenggong Valley,Malaysia,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
742,1223.0,"Melaka and George Town, Historic Cities of the Straits of Malacca",Malaysia,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
743,1014.0,The Archaeological Heritage of Niah National Park’s Caves Complex,Malaysia,,,,(iii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
744,1734.0,Forest Research Institute Malaysia Forest Park Selangor,Malaysia,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
745,116.0,Old Towns of Djenné,Mali,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
746,119.0,Timbuktu,Mali,,,,(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
747,516.0,Cliff of Bandiagara (Land of the Dogons),Mali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,1139.0,Tomb of Askia,Mali,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
749,130.0,Ħal Saflieni Hypogeum,Malta,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
750,131.0,City of Valletta,Malta,,,,(i)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
751,132.0,Megalithic Temples of Malta,Malta,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
752,1339.0,Bikini Atoll Nuclear Test Site,Marshall Islands,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
753,506.0,Banc d'Arguin National Park,Mauritania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,750.0,"Ancient <I>Ksour</I> of Ouadane, Chinguetti, Tichitt and Oualata",Mauritania,,,,(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
755,1227.0,Aapravasi Ghat,Mauritius,,,,(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
756,1259.0,Le Morne Cultural Landscape,Mauritius,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
757,410.0,Sian Ka'an,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,411.0,Pre-Hispanic City and National Park of Palenque,Mexico,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
759,412.0,Historic Centre of Mexico City and Xochimilco,Mexico,,,,(ii)(iii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
760,414.0,Pre-Hispanic City of Teotihuacan,Mexico,,,,(i)(ii)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
761,415.0,Historic Centre of Oaxaca and Archaeological Site of Monte Albán,Mexico,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
762,416.0,Historic Centre of Puebla,Mexico,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
763,482.0,Historic Town of Guanajuato and Adjacent Mines,Mexico,,,,(i)(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
764,483.0,Pre-Hispanic City of Chichen-Itza,Mexico,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
765,554.0,Whale Sanctuary of El Vizcaino,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,560.0,"Archaeological Zone of Paquimé, Casas Grandes",Mexico,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
767,585.0,Historic Centre of Morelia,Mexico,,,,(ii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
768,631.0,"El Tajin, Pre-Hispanic City",Mexico,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
769,676.0,Historic Centre of Zacatecas,Mexico,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
770,714.0,Rock Paintings of the Sierra de San Francisco,Mexico,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
771,791.0,Pre-Hispanic Town of Uxmal,Mexico,,,,(i)(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
772,792.0,Historic Monuments Zone of Querétaro,Mexico,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
773,815.0,"Hospicio Cabañas, Guadalajara",Mexico,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
774,862.0,Historic Monuments Zone of Tlacotalpan,Mexico,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
775,895.0,Historic Fortified Town of Campeche,Mexico,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
776,939.0,Archaeological Monuments Zone of Xochicalco,Mexico,,,,(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
777,1079.0,Franciscan Missions in the Sierra Gorda of Querétaro,Mexico,,,,(ii)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
778,1136.0,Luis Barragán House and Studio,Mexico,,,,(i)(ii),,,,,,,,,,,,,,,,,,,,,,,,,,,
779,1209.0,Agave Landscape and Ancient Industrial Facilities of Tequila,Mexico,,,,(ii)(iv)(v)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
780,1250.0,Central University City Campus of the <i>Universidad Nacional Autónoma de México</i> (UNAM),Mexico,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
781,1274.0,Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco,Mexico,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
782,1290.0,Monarch Butterfly Biosphere Reserve,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,1351.0,Camino Real de Tierra Adentro,Mexico,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
784,1352.0,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca,Mexico,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
785,1410.0,El Pinacate and Gran Desierto de Altar Biosphere Reserve,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,1182.0,Islands and Protected Areas of the Gulf of California,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,1061.0,"Ancient Maya City and Protected Tropical Forests of Calakmul, Campeche",Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,1463.0,Aqueduct of Padre Tembleque Hydraulic System,Mexico,,,,(i)(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
789,1510.0,Archipiélago de Revillagigedo,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,1534.0,Tehuacán-Cuicatlán Valley: originary habitat of Mesoamerica,Mexico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,702.0,Earliest 16th-Century Monasteries on the Slopes of Popocatepetl,Mexico,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
792,1704.0,Wixárika Route through Sacred Sites to Wirikuta (Tatehuarí Huajuyé),Mexico,,,,(iii)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
793,1503.0,Nan Madol: Ceremonial Centre of Eastern Micronesia,Micronesia (Federated States of),,,,(i)(iii)(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
794,1081.0,Orkhon Valley Cultural Landscape,Mongolia,,,,(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
795,1382.0,Petroglyphic Complexes of the Mongolian Altai,Mongolia,,,,(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
796,1440.0,Great Burkhan Khaldun Mountain and its surrounding sacred landscape,Mongolia,,,,(iv)(vi),,,,,,,,,,,,,,,,,,,,,,,,,,,
797,1621.0,Deer Stone Monuments and Related Bronze Age Sites,Mongolia,,,,(i)(iii),,,,,,,,,,,,,,,,,,,,,,,,,,,
798,100.0,Durmitor National Park,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,125.0,Natural and Culturo-Historical Region of Kotor,Montenegro,,,,(i)(ii)(iii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
800,170.0,Medina of Fez,Morocco,,,,(ii)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
801,331.0,Medina of Marrakesh,Morocco,,,,(i)(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
802,444.0,Ksar of Ait-Ben-Haddou,Morocco,,,,(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
803,753.0,Medina of Essaouira (formerly Mogador),Morocco,,,,(ii)(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
804,793.0,Historic City of Meknes,Morocco,,,,(iv),,,,,,,,,,,,,,,,,,,,,,,,,,,
805,837.0,Medina of Tétouan (formerly known as Titawin),Morocco,,,,(ii)(iv)(v),,,,,,,,,,,,,,,,,,,,,,,,,,,
