id,name,category,region,latitude,longitude,is_endangered,is_transnational,iso_code,date_inscribed
1114,Yin Xu,Cultural,,,,0,0,cn,2006
1135,Capital Cities and Tombs of the Ancient Koguryo Kingdom,Cultural,,,,0,0,cn,2004
1213,"Sichuan Giant Panda Sanctuaries - Wolong, Mt Siguniang and Jiajin Mountains",Natural,,,,0,0,cn,2006
1112,Kaiping Diaolou and Villages,Cultural,,,,0,0,cn,2007
1113,Fujian <em>Tulou</em>,Cultural,,,,0,0,cn,2008
1292,Mount Sanqingshan National Park,Natural,,,,0,0,cn,2008
1279,Mount Wutai,Cultural,,,,0,0,cn,2009
1335,China Danxia,Natural,,,,0,0,cn,2010
1305,Historic Monuments of Dengfeng in “The Centre of Heaven and Earth”,Cultural,,,,0,0,cn,2010
1083,Three Parallel Rivers of Yunnan Protected Areas,Natural,,,,0,0,cn,2003
1334,West Lake Cultural Landscape of Hangzhou,Cultural,,,,0,0,cn,2011
1388,Chengjiang Fossil Site,Natural,,,,0,0,cn,2012
1389,Site of Xanadu,Cultural,,,,0,0,cn,2012
1414,Xinjiang Tianshan,Natural,,,,0,0,cn,2013
1111,Cultural Landscape of Honghe Hani Rice Terraces,Cultural,,,,0,0,cn,2013
547,Mount Huangshan,Mixed,,,,0,0,cn,1990
811,Old Town of Lijiang,Cultural,,,,0,0,cn,1997
1248,South China Karst,Natural,,,,0,0,cn,2007
1474,Tusi Sites,Cultural,,,,0,0,cn,2015
1508,Zuojiang Huashan Rock Art Cultural Landscape,Cultural,,,,0,0,cn,2016
1540,Qinghai Hoh Xil,Natural,,,,0,0,cn,2017
1541,"Kulangsu, a Historic International Settlement",Cultural,,,,0,0,cn,2017
1443,The Grand Canal,Cultural,,,,0,0,cn,2014
1559,Fanjingshan,Natural,,,,0,0,cn,2018
911,Mount Wuyi,Mixed,,,,0,0,cn,1999
1592,Archaeological Ruins of Liangzhu City,Cultural,,,,0,0,cn,2019
1561,Quanzhou: Emporium of the World in Song-Yuan China,Cultural,,,,0,0,cn,2021
1509,Hubei Shennongjia,Natural,,,,0,0,cn,2016
1665,Cultural Landscape of Old Tea Forests of the Jingmai Mountain in Pu’er,Cultural,,,,0,0,cn,2023
1714,Beijing Central Axis: A Building Ensemble Exhibiting the Ideal Order of the Chinese Capital,Cultural,,,,0,0,cn,2024
1638,Badain Jaran Desert - Towers of Sand and Lakes,Natural,,,,0,0,cn,2024
1606,Migratory Bird Sanctuaries along the Coast of Yellow Sea-Bohai Gulf of China,Natural,,,,0,0,cn,2019
1736,Xixia Imperial Tombs,Cultural,,,,0,0,cn,2025
1765,Jingdezhen Handicraft Porcelain Industry Sites,Cultural,,,,0,0,cn,2026
285,"Port, Fortresses and Group of Monuments, Cartagena",Cultural,,,,0,0,co,1984
711,Los Katíos National Park,Natural,,,,1,0,co,1994
742,Historic Centre of Santa Cruz de Mompox,Cultural,,,,0,0,co,1995
743,National Archeological Park of Tierradentro,Cultural,,,,0,0,co,1995
744,San Agustín Archaeological Park,Cultural,,,,0,0,co,1995
1216,Malpelo Fauna and Flora Sanctuary,Natural,,,,0,0,co,2006
1121,Coffee Cultural Landscape of Colombia,Cultural,,,,0,0,co,2011
1174,Chiribiquete National Park – “The Maloca of the Jaguar”,Mixed,,,,0,0,co,2018
1768,The Medinas of the Historic Sultanates of the Comoros,Cultural,,,,0,0,km,2026
692,Forest Massif of Odzala-Kokoua,Natural,,,,0,0,cg,2023
820,Cocos Island National Park,Natural,,,,0,0,cr,1997
928,Area de Conservación Guanacaste,Natural,,,,0,0,cr,1999
1453,Precolumbian Chiefdom Settlements with Stone Spheres of the Diquís,Cultural,,,,0,0,cr,2014
1322,Historic Town of Grand-Bassam,Cultural,,,,0,0,ci,2012
1648,Sudanese style mosques in northern Côte d’Ivoire,Cultural,,,,0,0,ci,2021
195,Taï National Park,Natural,,,,0,0,ci,1982
227,Comoé National Park,Natural,,,,1,0,ci,1983
97,Historical Complex of Split with the Palace of Diocletian,Cultural,,,,0,0,hr,1979
809,Episcopal Complex of the Euphrasian Basilica in the Historic Centre of Poreč,Cultural,,,,0,0,hr,1997
810,Historic City of Trogir,Cultural,,,,0,0,hr,1997
963,The Cathedral of St James in Šibenik,Cultural,,,,0,0,hr,2000
1240,Stari Grad Plain,Cultural,,,,0,0,hr,2008
95,Old City of Dubrovnik,Cultural,,,,1,0,hr,1979
98,Plitvice Lakes National Park,Natural,,,,1,0,hr,1979
204,Old Havana and its Fortification System,Cultural,,,,0,0,cu,1982
460,Trinidad and the Valley de los Ingenios,Cultural,,,,0,0,cu,1988
839,Alejandro de Humboldt National Park,Natural,,,,0,0,cu,2001
840,Viñales Valley,Cultural,,,,0,0,cu,1999
841,"San Pedro de la Roca Castle, Santiago de Cuba",Cultural,,,,0,0,cu,1997
889,Desembarco del Granma National Park,Natural,,,,0,0,cu,1999
1008,Archaeological Landscape of the First Coffee Plantations in the South-East of Cuba,Cultural,,,,0,0,cu,2000
1202,Urban Historic Centre of Cienfuegos,Cultural,,,,0,0,cu,2005
1270,Historic Centre of Camagüey,Cultural,,,,0,0,cu,2008
79,Paphos,Cultural,,,,0,0,cy,1980
351,Painted Churches in the Troodos Region,Cultural,,,,0,0,cy,1985
848,Choirokoitia,Cultural,,,,0,0,cy,1998
617,Historic Centre of Český Krumlov,Cultural,,,,0,0,cz,1992
621,Historic Centre of Telč,Cultural,,,,0,0,cz,1992
690,Pilgrimage Church of St John of Nepomuk at Zelená Hora,Cultural,,,,0,0,cz,1994
732,Kutná Hora: Historical Town Centre with the Church of St Barbara and the Cathedral of Our Lady at Sedlec,Cultural,,,,0,0,cz,1995
859,Holy Trinity Column in Olomouc,Cultural,,,,0,0,cz,2000
860,Gardens and Castle at Kroměříž,Cultural,,,,0,0,cz,1998
861,Holašovice Historic Village,Cultural,,,,0,0,cz,1998
901,Litomyšl Castle,Cultural,,,,0,0,cz,1999
1052,Tugendhat Villa in Brno,Cultural,,,,0,0,cz,2001
616,Historic Centre of Prague,Cultural,,,,0,0,cz,1992
1078,Jewish Quarter and St Procopius' Basilica in Třebíč,Cultural,,,,0,0,cz,2003
1558,Žatec and the Landscape of Saaz Hops,Cultural,,,,0,0,cz,2023
1589,Landscape for Breeding and Training of Ceremonial Carriage Horses at Kladruby nad Labem,Cultural,,,,0,0,cz,2019
763,Lednice-Valtice Cultural Landscape,Cultural,,,,0,0,cz,1996
1091,Complex of Koguryo Tombs,Cultural,,,,0,0,kp,2004
1278,Historic Monuments and Sites in Kaesong,Cultural,,,,0,0,kp,2013
1642,Mount Kumgang – Diamond Mountain from the Sea,Mixed,,,,0,0,kp,2025
63,Virunga National Park,Natural,,,,1,0,cd,1979
137,Kahuzi-Biega National Park,Natural,,,,1,0,cd,1980
280,Salonga National Park,Natural,,,,1,0,cd,1984
718,Okapi Wildlife Reserve,Natural,,,,1,0,cd,1996
136,Garamba National Park,Natural,,,,0,0,cd,2026
695,Roskilde Cathedral,Cultural,,,,0,0,dk,1995
696,Kronborg Castle,Cultural,,,,0,0,dk,2000
1416,Stevns Klint,Natural,,,,0,0,dk,2014
1469,The par force hunting landscape in North Zealand,Cultural,,,,0,0,dk,2015
1536,Kujataa Greenland: Norse and Inuit Farming at the Edge of the Ice Cap,Cultural,,,,0,0,dk,2017
1557,Aasivissuit – Nipisat. Inuit Hunting Ground between Ice and Sea,Cultural,,,,0,0,dk,2018
697,"Jelling Mounds, Runic Stones and Church",Cultural,,,,0,0,dk,1994
1149,Ilulissat Icefjord,Natural,,,,0,0,dk,2004
1660,Viking-Age Ring Fortresses,Cultural,,,,0,0,dk,2023
1728,Møns Klint,Natural,,,,0,0,dk,2025
1758,The Bony Fish Fossils of the Western Limfjord – Evolution and Climate Adaptation in the Earliest Eocene,Natural,,,,0,0,dk,2026
814,Morne Trois Pitons National Park,Natural,,,,0,0,dm,1997
526,Colonial City of Santo Domingo,Cultural,,,,0,0,do,1990
1,Galápagos Islands,Natural,,,,1,0,ec,1978
2,City of Quito,Cultural,,,,0,0,ec,1978
260,Sangay National Park,Natural,,,,1,0,ec,1983
863,Historic Centre of Santa Ana de los Ríos de Cuenca,Cultural,,,,0,0,ec,1999
86,Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur,Cultural,,,,0,0,eg,1979
87,Ancient Thebes with its Necropolis,Cultural,,,,0,0,eg,1979
88,Nubian Monuments from Abu Simbel to Philae,Cultural,,,,0,0,eg,1979
89,Historic Cairo,Cultural,,,,0,0,eg,1979
90,Abu Mena,Cultural,,,,1,0,eg,1979
954,Saint Catherine Area,Cultural,,,,0,0,eg,2002
1186,Wadi Al-Hitan (Whale Valley),Natural,,,,0,0,eg,2005
675,Joya de Cerén Archaeological Site,Cultural,,,,0,0,sv,1993
1550,Asmara: A Modernist African City,Cultural,,,,0,0,er,2017
822,Historic Centre (Old Town) of Tallinn,Cultural,,,,0,0,ee,1997
9,Simien National Park,Natural,,,,1,0,et,1978
10,Lower Valley of the Awash,Cultural,,,,0,0,et,1980
12,Tiya,Cultural,,,,0,0,et,1980
15,Aksum,Cultural,,,,0,0,et,1980
17,Lower Valley of the Omo,Cultural,,,,0,0,et,1980
18,"Rock-Hewn Churches, Lalibela",Cultural,,,,0,0,et,1978
19,"Fasil Ghebbi, Gondar Region",Cultural,,,,0,0,et,1979
1189,"Harar Jugol, the Fortified Historic Town",Cultural,,,,0,0,et,2006
1333,Konso Cultural Landscape,Cultural,,,,0,0,et,2011
1641,The Gedeo Cultural Landscape,Cultural,,,,0,0,et,2023
111,Bale Mountains National Park,Natural,,,,0,0,et,2023
13,Melka Kunture and Balchit: Archaeological and Palaeontological Sites in the Highland Area of Ethiopia,Cultural,,,,0,0,et,2024
1399,Levuka Historical Port Town,Cultural,,,,0,0,fj,2013
579,Bronze Age Burial Site of Sammallahdenmäki,Cultural,,,,0,0,fi,1999
583,Fortress of Suomenlinna,Cultural,,,,0,0,fi,1991
584,Petäjävesi Old Church,Cultural,,,,0,0,fi,1994
751,Verla Groundwood and Board Mill,Cultural,,,,0,0,fi,1996
582,Old Rauma,Cultural,,,,0,0,fi,1991
1752,Aalto Works,Cultural,,,,0,0,fi,2026
228,"Historic Centre of Avignon: Papal Palace, Episcopal Ensemble and Avignon Bridge",Cultural,,,,0,0,fr,1995
258,"Gulf of Porto: Calanche of Piana, Gulf of Girolata, Scandola Reserve",Natural,,,,0,0,fr,1983
345,Historic Fortified City of Carcassonne,Cultural,,,,0,0,fr,1997
601,"Cathedral of Notre-Dame, Former Abbey of Saint-Rémi and Palace of Tau, Reims",Cultural,,,,0,0,fr,1991
770,Canal du Midi,Cultural,,,,0,0,fr,1996
872,Historic Site of Lyon,Cultural,,,,0,0,fr,1998
873,"Provins, Town of Medieval Fairs",Cultural,,,,0,0,fr,2001
932,Jurisdiction of Saint-Emilion,Cultural,,,,0,0,fr,1999
1181,"Le Havre, the City Rebuilt by Auguste Perret",Cultural,,,,0,0,fr,2005
1256,"Bordeaux, Port of the Moon",Cultural,,,,0,0,fr,2007
1283,Fortifications of Vauban,Cultural,,,,0,0,fr,2008
1115,Lagoons of New Caledonia: Reef Diversity and Associated Ecosystems,Natural,,,,0,0,fr,2008
165,Cistercian Abbey of Fontenay,Cultural,,,,0,0,fr,1981
344,Pont du Gard (Roman Aqueduct),Cultural,,,,0,0,fr,1985
163,"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange",Cultural,,,,0,0,fr,1981
83,Palace and Park of Versailles,Cultural,,,,0,0,fr,1979
84,"Vézelay, Church and Hill",Cultural,,,,0,0,fr,1979
1317,"Pitons, cirques and remparts of Reunion Island",Natural,,,,0,0,fr,2010
203,"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt",Cultural,,,,0,0,fr,1982
1337,Episcopal City of Albi,Cultural,,,,0,0,fr,2010
81,Chartres Cathedral,Cultural,,,,0,0,fr,1979
1360,Nord-Pas de Calais Mining Basin,Cultural,,,,0,0,fr,2012
1153,"The Causses and the Cévennes, Mediterranean agro-pastoral Cultural Landscape",Cultural,,,,0,0,fr,2011
162,Amiens Cathedral,Cultural,,,,0,0,fr,1981
635,Bourges Cathedral,Cultural,,,,0,0,fr,1992
1426,"Decorated Cave of Pont d’Arc, known as Grotte Chauvet-Pont d’Arc, Ardèche",Cultural,,,,0,0,fr,2014
1425,"The Climats, terroirs of Burgundy",Cultural,,,,0,0,fr,2015
1465,"Champagne Hillsides, Houses and Cellars",Cultural,,,,0,0,fr,2015
1529,Taputapuātea,Cultural,,,,0,0,fr,2017
495,"Strasbourg, Grande-Île and <em>Neustadt</em>",Cultural,,,,0,0,fr,1988
229,"Place Stanislas, Place de la Carrière and Place d'Alliance in Nancy",Cultural,,,,0,0,fr,1983
933,The Loire Valley between Sully-sur-Loire and Chalonnes,Cultural,,,,0,0,fr,2000
1434,Chaîne des Puys - Limagne fault tectonic arena,Natural,,,,0,0,fr,2018
80,Mont-Saint-Michel and its Bay,Cultural,,,,0,0,fr,1979
1625,Cordouan Lighthouse,Cultural,,,,0,0,fr,2021
1635,"Nice, Winter Resort Town of the Riviera",Cultural,,,,0,0,fr,2021
1657,Volcanoes and Forests of Mount Pelée and the Pitons of Northern Martinique,Natural,,,,0,0,fr,2023
1569,The Maison Carrée of Nîmes,Cultural,,,,0,0,fr,2023
1707,Te Henua Enata – The Marquesas Islands,Mixed,,,,0,0,fr,2024
85,Prehistoric Sites and Decorated Caves of the Vézère Valley,Cultural,,,,0,0,fr,1979
1603,French Austral Lands and Seas,Natural,,,,0,0,fr,2019
1725,Megaliths of Carnac and of the shores of Morbihan,Cultural,,,,0,0,fr,2025
230,Abbey Church of Saint-Savin sur Gartempe,Cultural,,,,0,0,fr,1983
600,"Paris, Banks of the Seine",Cultural,,,,0,0,fr,1991
1755,Royal Capetian Fortresses of Languedoc,Cultural,,,,0,0,fr,2026
1581,"Beaches of the D-Day Landings, Normandy, 1944",Cultural,,,,0,0,fr,2026
868,Routes of Santiago de Compostela in France,Cultural,,,,0,0,fr,1998
160,Palace and Park of Fontainebleau,Cultural,,,,0,0,fr,1981
164,"Arles, Roman and Romanesque Monuments",Cultural,,,,0,0,fr,1981
1147,Ecosystem and Relict Cultural Landscape of Lopé-Okanda,Mixed,,,,0,0,ga,2007
1653,Ivindo National Park,Natural,,,,0,0,ga,2021
761,Kunta Kinteh Island and Related Sites,Cultural,,,,0,0,gm,2003
709,Upper Svaneti,Cultural,,,,0,0,ge,1996
710,Gelati Monastery,Cultural,,,,1,0,ge,1994
708,Historical Monuments of Mtskheta,Cultural,,,,1,0,ge,1994
1616,Colchic Rainforests and Wetlands,Natural,,,,0,0,ge,2021
168,Speyer Cathedral,Cultural,,,,0,0,de,1981
367,"Roman Monuments, Cathedral of St Peter and Church of Our Lady in Trier",Cultural,,,,0,0,de,1986
532,Palaces and Parks of Potsdam and Berlin,Cultural,,,,0,0,de,1990
535,"Collegiate Church, Castle and Old Town of Quedlinburg",Cultural,,,,0,0,de,1994
624,Town of Bamberg,Cultural,,,,0,0,de,1993
687,Völklingen Ironworks,Cultural,,,,0,0,de,1994
783,Luther Memorials in Eisleben and Wittenberg,Cultural,,,,0,0,de,1996
846,Classical Weimar,Cultural,,,,0,0,de,1998
896,"Museumsinsel (Museum Island), Berlin",Cultural,,,,0,0,de,1999
897,Wartburg Castle,Cultural,,,,0,0,de,1999
974,Monastic Island of Reichenau,Cultural,,,,0,0,de,2000
975,Zollverein Coal Mine Industrial Complex in Essen,Cultural,,,,0,0,de,2001
1066,Upper Middle Rhine Valley,Cultural,,,,0,0,de,2002
1067,Historic Centres of Stralsund and Wismar,Cultural,,,,0,0,de,2002
1087,Town Hall and Roland on the Marketplace of Bremen,Cultural,,,,0,0,de,2004
1155,Old town of Regensburg with Stadtamhof,Cultural,,,,0,0,de,2006
623,"Mines of Rammelsberg, Historic Town of Goslar and Upper Harz Water Management System",Cultural,,,,0,0,de,1992
187,St Mary's Cathedral and St Michael's Church at Hildesheim,Cultural,,,,0,0,de,1985
292,Cologne Cathedral,Cultural,,,,1,0,de,1996
272,Hanseatic City of Lübeck,Cultural,,,,0,0,de,1987
720,Messel Pit Fossil Site,Natural,,,,0,0,de,1995
169,Würzburg Residence with the Court Gardens and Residence Square,Cultural,,,,0,0,de,1981
1368,Fagus Factory in Alfeld,Cultural,,,,0,0,de,2011
1379,Margravial Opera House Bayreuth,Cultural,,,,0,0,de,2012
271,Pilgrimage Church of Wies,Cultural,,,,0,0,de,1983
515,Abbey and Altenmünster of Lorsch,Cultural,,,,0,0,de,1991
1413,Bergpark Wilhelmshöhe,Cultural,,,,0,0,de,2013
3,Aachen Cathedral,Cultural,,,,0,0,de,1978
1447,Carolingian Westwork and Civitas Corvey,Cultural,,,,0,0,de,2014
1467,Speicherstadt and Kontorhaus District with Chilehaus,Cultural,,,,0,0,de,2015
1527,Caves and Ice Age Art in the Swabian Jura,Cultural,,,,0,0,de,2017
729,"Bauhaus and its Sites in Weimar, Dessau and Bernau",Cultural,,,,0,0,de,1996
1553,Archaeological Border complex of Hedeby and the Danevirke,Cultural,,,,0,0,de,2018
1580,Water Management System of Augsburg,Cultural,,,,0,0,de,2019
1470,Naumburg Cathedral,Cultural,,,,0,0,de,2018
1614,Mathildenhöhe Darmstadt,Cultural,,,,0,0,de,2021
534,Garden Kingdom of Dessau-Wörlitz,Cultural,,,,0,0,de,2000
546,Maulbronn Monastery Complex,Cultural,,,,0,0,de,1993
1636,"ShUM Sites of Speyer, Worms and Mainz",Cultural,,,,0,0,de,2021
1656,Jewish-Medieval Heritage of Erfurt,Cultural,,,,0,0,de,2023
1705,Schwerin Residence Ensemble,Cultural,,,,0,0,de,2024
1726,"The Palaces of King Ludwig II of Bavaria: Neuschwanstein, Linderhof, Schachen and Herrenchiemsee",Cultural,,,,0,0,de,2025
288,Castles of Augustusburg and Falkenlust at Brühl,Cultural,,,,0,0,de,1984
1239,Berlin Modernism Housing Estates,Cultural,,,,0,0,de,2008
34,"Forts and Castles, Volta, Greater Accra, Central and Western Regions",Cultural,,,,0,0,gh,1979
35,Asante Traditional Buildings,Cultural,,,,0,0,gh,1980
392,Temple of Apollo Epicurius at Bassae,Cultural,,,,0,0,gr,1986
393,Archaeological Site of Delphi,Cultural,,,,0,0,gr,1987
404,"Acropolis, Athens",Cultural,,,,0,0,gr,1987
454,Mount Athos,Mixed,,,,0,0,gr,1988
455,Meteora,Mixed,,,,0,0,gr,1988
456,Paleochristian and Byzantine Monuments of Thessalonika,Cultural,,,,0,0,gr,1988
491,Sanctuary of Asklepios at Epidaurus,Cultural,,,,0,0,gr,1988
493,Medieval City of Rhodes,Cultural,,,,0,0,gr,1988
511,Archaeological Site of Mystras,Cultural,,,,0,0,gr,1989
517,Archaeological Site of Olympia,Cultural,,,,0,0,gr,1989
530,Delos,Cultural,,,,0,0,gr,1990
537,"Monasteries of Daphni, Hosios Loukas and Nea Moni of Chios",Cultural,,,,0,0,gr,1990
595,Pythagoreion and Heraion of Samos,Cultural,,,,0,0,gr,1992
780,Archaeological Site of Aigai (modern name Vergina),Cultural,,,,0,0,gr,1996
941,Archaeological Sites of Mycenae and Tiryns,Cultural,,,,0,0,gr,1999
942,The Historic Centre (Chorá) with the Monastery of Saint-John the Theologian and the Cave of the Apocalypse on the Island of Pátmos,Cultural,,,,0,0,gr,1999
978,Old Town of Corfu,Cultural,,,,0,0,gr,2007
1517,Archaeological Site of Philippi,Cultural,,,,0,0,gr,2016
1695,Zagori Cultural Landscape,Cultural,,,,0,0,gr,2023
1733,Minoan Palatial Centres,Cultural,,,,0,0,gr,2025
1719,The wider area of Mount Olympus,Mixed,,,,0,0,gr,2026
64,Tikal National Park,Mixed,,,,0,0,gt,1979
65,Antigua Guatemala,Cultural,,,,0,0,gt,1979
149,Archaeological Park and Ruins of Quirigua,Cultural,,,,0,0,gt,1981
1663,National Archaeological Park Tak’alik Ab’aj,Cultural,,,,0,0,gt,2023
1431,Coastal and Marine Ecosystems of the Bijagós Archipelago – Omatí Minhô,Natural,,,,0,0,gw,2025
180,"National History Park – Citadel, Sans Souci, Ramiers",Cultural,,,,0,0,ht,1982
286,Vatican City,Cultural,,,,0,0,va,1984
196,Río Plátano Biosphere Reserve,Natural,,,,1,0,hn,1982
129,Maya Site of Copan,Cultural,,,,0,0,hn,1980
400,"Budapest, including the Banks of the Danube, the Buda Castle Quarter and Andrássy Avenue",Cultural,,,,0,0,hu,1987
401,Old Village of Hollókő and its Surroundings,Cultural,,,,0,0,hu,1987
474,Hortobágy National Park - the <i>Puszta</i>,Cultural,,,,0,0,hu,1999
758,Millenary Benedictine Abbey of Pannonhalma and its Natural Environment,Cultural,,,,0,0,hu,1996
853,Early Christian Necropolis of Pécs (Sopianae),Cultural,,,,0,0,hu,2000
1063,Tokaj Wine Region Historic Cultural Landscape,Cultural,,,,0,0,hu,2002
1152,Þingvellir National Park,Cultural,,,,0,0,is,2004
1267,Surtsey,Natural,,,,0,0,is,2008
1604,Vatnajökull National Park - Dynamic Nature of Fire and Ice,Natural,,,,0,0,is,2019
233,"Qutb Minar and its Monuments, Delhi",Cultural,,,,0,0,in,1993
234,Churches and Convents of Goa,Cultural,,,,0,0,in,1986
239,Group of Monuments at Pattadakal,Cultural,,,,0,0,in,1987
240,Khajuraho Group of Monuments,Cultural,,,,0,0,in,1986
242,Ajanta Caves,Cultural,,,,0,0,in,1983
243,Ellora Caves,Cultural,,,,0,0,in,1983
244,Elephanta Caves,Cultural,,,,0,0,in,1987
246,"Sun Temple, Konârak",Cultural,,,,0,0,in,1984
249,Group of Monuments at Mahabalipuram,Cultural,,,,0,0,in,1984
250,Great Living Chola Temples,Cultural,,,,0,0,in,1987
251,Agra Fort,Cultural,,,,0,0,in,1983
252,Taj Mahal,Cultural,,,,0,0,in,1983
255,Fatehpur Sikri,Cultural,,,,0,0,in,1986
335,Nanda Devi and Valley of Flowers National Parks,Natural,,,,0,0,in,1988
337,Kaziranga National Park,Natural,,,,0,0,in,1985
338,Manas Wildlife Sanctuary,Natural,,,,1,0,in,1985
340,Keoladeo National Park,Natural,,,,0,0,in,1985
452,Sundarbans National Park,Natural,,,,0,0,in,1987
524,Buddhist Monuments at Sanchi,Cultural,,,,0,0,in,1989
925,Rock Shelters of Bhimbetka,Cultural,,,,0,0,in,2003
945,Chhatrapati Shivaji Terminus (formerly Victoria Terminus),Cultural,,,,0,0,in,2004
1056,Mahabodhi Temple Complex at Bodh Gaya,Cultural,,,,0,0,in,2002
1101,Champaner-Pavagadh Archaeological Park,Cultural,,,,0,0,in,2004
231,Red Fort Complex,Cultural,,,,0,0,in,2007
944,Mountain Railways of India,Cultural,,,,0,0,in,1999
1338,"The Jantar Mantar, Jaipur",Cultural,,,,0,0,in,2010
1342,Western Ghats,Natural,,,,0,0,in,2012
241,Group of Monuments at Hampi,Cultural,,,,1,0,in,1986
247,Hill Forts of Rajasthan,Cultural,,,,0,0,in,2013
922,"Rani-ki-Vav (the Queen’s Stepwell) at Patan, Gujarat",Cultural,,,,0,0,in,2014
1406,Great Himalayan National Park Conservation Area,Natural,,,,0,0,in,2014
1480,Victorian Gothic and Art Deco Ensembles of Mumbai,Cultural,,,,0,0,in,2018
1502,"Archaeological Site of Nalanda Mahavihara at Nalanda, Bihar",Cultural,,,,0,0,in,2016
1513,Khangchendzonga National Park,Mixed,,,,0,0,in,2016
1551,Historic City of Ahmadabad,Cultural,,,,0,0,in,2017
232,"Humayun's Tomb, Delhi",Cultural,,,,0,0,in,1993
1605,"Jaipur City, Rajasthan",Cultural,,,,0,0,in,2019
1645,Dholavira: a Harappan City,Cultural,,,,0,0,in,2021
1375,Santiniketan,Cultural,,,,0,0,in,2023
1670,Sacred Ensembles of the Hoysalas,Cultural,,,,0,0,in,2023
1711,Moidams – the Mound-Burial System of the Ahom Dynasty,Cultural,,,,0,0,in,2024
1739,Maratha Military Landscapes of India,Cultural,,,,0,0,in,2025
927,Ancient Buddhist Site of Sarnath,Cultural,,,,0,0,in,2026
1570,"Kakatiya Rudreshwara (Ramappa) Temple, Telangana",Cultural,,,,0,0,in,2021
592,Borobudur Temple Compounds,Cultural,,,,0,0,id,1991
593,Sangiran Early Man Site,Cultural,,,,0,0,id,1996
608,Ujung Kulon National Park,Natural,,,,0,0,id,1991
609,Komodo National Park,Natural,,,,0,0,id,1991
642,Prambanan Temple Compounds,Cultural,,,,0,0,id,1991
955,Lorentz National Park,Natural,,,,0,0,id,1999
1167,Tropical Rainforest Heritage of Sumatra,Natural,,,,0,0,id,2004
1194,Cultural Landscape of Bali Province: the <em>Subak</em> System as a Manifestation of the <em>Tri Hita Karana</em> Philosophy,Cultural,,,,0,0,id,2012
1610,Ombilin Coal Mining Heritage of Sawahlunto,Cultural,,,,0,0,id,2019
1671,The Cosmological Axis of Yogyakarta and its Historic Landmarks,Cultural,,,,0,0,id,2023
113,Tchogha Zanbil,Cultural,,,,0,0,ir,1979
114,Persepolis,Cultural,,,,0,0,ir,1979
115,"Meidan Emam, Esfahan",Cultural,,,,0,0,ir,1979
1077,Takht-e Soleyman,Cultural,,,,0,0,ir,2003
1106,Pasargadae,Cultural,,,,0,0,ir,2004
1188,Soltaniyeh,Cultural,,,,0,0,ir,2005
1222,Bisotun,Cultural,,,,1,0,ir,2006
1262,Armenian Monastic Ensembles of Iran,Cultural,,,,0,0,ir,2008
1208,Bam and its Cultural Landscape,Cultural,,,,0,0,ir,2004
1315,Shushtar Historical Hydraulic System,Cultural,,,,0,0,ir,2009
1345,Sheikh Safi al-din Khānegāh and Shrine Ensemble in Ardabil,Cultural,,,,0,0,ir,2010
1346,Tabriz Historic Bazaar Complex,Cultural,,,,0,0,ir,2010
1372,The Persian Garden,Cultural,,,,0,0,ir,2011
1397,Masjed-e Jāmé of Isfahan,Cultural,,,,0,0,ir,2012
1398,Gonbad-e Qābus,Cultural,,,,0,0,ir,2012
1422,Golestan Palace,Cultural,,,,0,0,ir,2013
1455,Susa,Cultural,,,,0,0,ir,2015
1456,Shahr-i Sokhta,Cultural,,,,0,0,ir,2014
1423,Cultural Landscape of Maymand,Cultural,,,,0,0,ir,2015
1505,Lut Desert,Natural,,,,0,0,ir,2016
1506,The Persian Qanat,Cultural,,,,0,0,ir,2016
1544,Historic City of Yazd,Cultural,,,,0,0,ir,2017
1568,Sassanid Archaeological Landscape of Fars Region,Cultural,,,,0,0,ir,2018
1585,Trans-Iranian Railway,Cultural,,,,0,0,ir,2021
1647,Cultural Landscape of Hawraman/Uramanat,Cultural,,,,0,0,ir,2021
1668,The Persian Caravanserai,Cultural,,,,0,0,ir,2023
1716,Hegmataneh,Cultural,,,,0,0,ir,2024
1744,Prehistoric Sites of the Khorramabad Valley,Cultural,,,,0,0,ir,2025
1770,Alamūt Castle and Related Fortifications,Cultural,,,,0,0,ir,2026
277,Hatra,Cultural,,,,0,0,iq,1985
1130,Ashur (Qal'at Sherqat),Cultural,,,,1,0,iq,2003
276,Samarra Archaeological City,Cultural,,,,1,0,iq,2007
1437,Erbil Citadel,Cultural,,,,0,0,iq,2014
1481,The Ahwar of Southern Iraq: Refuge of Biodiversity and the Relict Landscape of the Mesopotamian Cities,Mixed,,,,0,0,iq,2016
278,Babylon,Cultural,,,,0,0,iq,2019
659,Brú na Bóinne - Archaeological Ensemble of the Bend of the Boyne,Cultural,,,,0,0,ie,1993
757,Sceilg Mhichíl,Cultural,,,,0,0,ie,1996
1040,Masada,Cultural,,,,0,0,il,2001
1042,Old City of Acre,Cultural,,,,0,0,il,2001
1096,White City of Tel-Aviv – the Modern Movement,Cultural,,,,0,0,il,2003
1107,Incense Route - Desert Cities in the Negev,Cultural,,,,0,0,il,2005
1108,"Biblical Tels - Megiddo, Hazor, Beer Sheba",Cultural,,,,0,0,il,2005
